,NAME,Total Population,Pop White Alone,Pop Black Alone,Pop Hispanic or Latino,Median Household Income,Edu Bachelors or Higher,Age 65-66,Age 67-69,Age 70-74,Age 75-79,Age 80-84,Age 85 Plus,Age 18-19,Age 20,Age 21,Age 22-24,Owner Occupied Units,Renter Occupied Units,Foreign Born Pop,state,county,year
124,"Calhoun County, Michigan",134691.0,110966.0,14563.0,6509.0,44681.0,12668.0,1599.0,1664.0,2404.0,1662.0,1168.0,1080.0,1823.0,859.0,696.0,2927.0,36955.0,16134.0,3225.0,26,025,2016
125,"Kent County, Michigan",629352.0,508965.0,60729.0,63915.0,54673.0,90518.0,5367.0,6460.0,8006.0,5354.0,4135.0,3956.0,8531.0,4588.0,4616.0,13648.0,161125.0,73445.0,29672.0,26,081,2016
126,"Saginaw County, Michigan",195201.0,146532.0,36154.0,16003.0,43712.0,17972.0,2325.0,3085.0,3282.0,2563.0,1848.0,1436.0,2965.0,1553.0,1401.0,4222.0,56220.0,21708.0,2463.0,26,145,2016
127,"Bay County, Michigan",106107.0,100361.0,1586.0,5350.0,45851.0,9256.0,1515.0,1601.0,2000.0,1496.0,935.0,845.0,1266.0,608.0,647.0,2067.0,34047.0,9667.0,542.0,26,017,2016
128,"Delta County, Michigan",36570.0,34406.0,91.0,417.0,42353.0,3824.0,558.0,777.0,763.0,772.0,400.0,315.0,375.0,270.0,219.0,489.0,12392.0,3424.0,133.0,26,041,2016
129,"Chippewa County, Michigan",38330.0,27370.0,2564.0,639.0,42287.0,3383.0,534.0,518.0,743.0,478.0,395.0,310.0,600.0,454.0,435.0,1012.0,9599.0,4306.0,614.0,26,033,2016
130,"Allegan County, Michigan",113666.0,107300.0,1625.0,8049.0,55630.0,11004.0,1227.0,1554.0,2234.0,1369.0,913.0,642.0,1292.0,698.0,415.0,2161.0,34161.0,7936.0,1653.0,26,005,2016
131,"Oakland County, Michigan",1235215.0,937568.0,170742.0,46483.0,69850.0,221412.0,13114.0,16899.0,19885.0,11840.0,9363.0,9452.0,14907.0,6674.0,6619.0,23809.0,348976.0,147751.0,69759.0,26,125,2016
132,"Alger County, Michigan",9396.0,8032.0,688.0,127.0,41270.0,925.0,171.0,185.0,294.0,201.0,61.0,162.0,95.0,60.0,54.0,272.0,2967.0,466.0,49.0,26,003,2016
133,"Muskegon County, Michigan",172148.0,138915.0,23604.0,9173.0,43920.0,14389.0,1896.0,2312.0,2815.0,1865.0,1366.0,1171.0,2134.0,1070.0,1100.0,3571.0,48072.0,16842.0,1302.0,26,121,2016
134,"Leelanau County, Michigan",21764.0,20191.0,109.0,872.0,59018.0,3901.0,414.0,557.0,723.0,541.0,378.0,296.0,207.0,80.0,120.0,343.0,7727.0,1257.0,330.0,26,089,2016
135,"Lapeer County, Michigan",88310.0,84523.0,1094.0,3982.0,54174.0,6874.0,1084.0,1395.0,1793.0,1098.0,737.0,439.0,1233.0,537.0,647.0,1544.0,26929.0,5828.0,1111.0,26,087,2016
136,"Sanilac County, Michigan",41761.0,40382.0,233.0,1520.0,42037.0,2380.0,587.0,647.0,954.0,732.0,424.0,369.0,544.0,189.0,309.0,637.0,13351.0,3530.0,210.0,26,151,2016
137,"Isabella County, Michigan",70574.0,62445.0,1755.0,2613.0,40706.0,6022.0,636.0,612.0,875.0,637.0,374.0,281.0,2651.0,1917.0,2144.0,3005.0,15061.0,9651.0,1654.0,26,073,2016
138,"Ontonagon County, Michigan",6165.0,5928.0,17.0,74.0,35038.0,604.0,132.0,192.0,292.0,173.0,111.0,95.0,61.0,16.0,28.0,44.0,2601.0,368.0,36.0,26,131,2016
139,"Tuscola County, Michigan",54014.0,52121.0,666.0,1714.0,44193.0,3464.0,716.0,863.0,1202.0,842.0,521.0,375.0,625.0,338.0,277.0,975.0,17595.0,3864.0,284.0,26,157,2016
140,"Alcona County, Michigan",10461.0,10184.0,26.0,145.0,38160.0,789.0,210.0,317.0,543.0,390.0,180.0,172.0,85.0,32.0,50.0,107.0,4397.0,576.0,66.0,26,001,2016
141,"Ionia County, Michigan",64126.0,58465.0,2392.0,2974.0,50037.0,4854.0,768.0,727.0,984.0,593.0,475.0,290.0,842.0,764.0,452.0,1386.0,17244.0,5049.0,452.0,26,067,2016
142,"Kalkaska County, Michigan",17259.0,16612.0,117.0,293.0,42612.0,1049.0,282.0,307.0,429.0,305.0,152.0,111.0,192.0,85.0,100.0,252.0,5752.0,1279.0,178.0,26,079,2016
143,"Berrien County, Michigan",155134.0,121439.0,22985.0,7833.0,45980.0,16937.0,1775.0,2331.0,3030.0,2133.0,1372.0,1440.0,1914.0,804.0,973.0,3227.0,43542.0,18740.0,6016.0,26,021,2016
144,"Oscoda County, Michigan",8374.0,8093.0,49.0,110.0,35175.0,453.0,195.0,246.0,233.0,269.0,120.0,46.0,78.0,41.0,58.0,94.0,3115.0,547.0,44.0,26,135,2016
145,"Wexford County, Michigan",32829.0,31552.0,222.0,580.0,40417.0,2537.0,455.0,516.0,699.0,433.0,394.0,213.0,354.0,194.0,122.0,640.0,9781.0,3194.0,125.0,26,165,2016
146,"Clinton County, Michigan",77245.0,72543.0,1173.0,3363.0,62646.0,10330.0,760.0,1132.0,1555.0,983.0,634.0,486.0,1023.0,594.0,538.0,1590.0,23083.0,5836.0,1218.0,26,037,2016
147,"Dickinson County, Michigan",25889.0,25007.0,140.0,346.0,43373.0,3058.0,395.0,338.0,616.0,458.0,329.0,272.0,303.0,84.0,172.0,437.0,8882.0,2293.0,83.0,26,043,2016
148,"Huron County, Michigan",32021.0,31183.0,125.0,698.0,43082.0,2377.0,440.0,675.0,817.0,646.0,439.0,374.0,343.0,174.0,170.0,495.0,11280.0,2605.0,254.0,26,063,2016
149,"Ingham County, Michigan",284559.0,214036.0,31804.0,21480.0,46842.0,34987.0,2587.0,3260.0,3410.0,2297.0,1646.0,1385.0,8260.0,5166.0,4574.0,9884.0,64169.0,46949.0,16290.0,26,065,2016
150,"Haywood County, North Carolina",59577.0,57137.0,637.0,2153.0,43097.0,6451.0,1019.0,1393.0,1427.0,1254.0,729.0,441.0,595.0,389.0,285.0,901.0,18871.0,7425.0,723.0,37,087,2016
151,"Forsyth County, North Carolina",364691.0,242803.0,95187.0,45145.0,46283.0,51269.0,3873.0,4428.0,5163.0,3847.0,2629.0,2127.0,5262.0,2367.0,2507.0,6925.0,89439.0,55459.0,20554.0,37,067,2016
152,"Bladen County, North Carolina",34454.0,19831.0,12086.0,2580.0,30408.0,2461.0,488.0,535.0,741.0,486.0,198.0,271.0,407.0,219.0,123.0,618.0,9666.0,4444.0,1372.0,37,017,2016
153,"Carteret County, North Carolina",68537.0,60921.0,4157.0,2850.0,50599.0,7934.0,1070.0,1450.0,1915.0,1227.0,758.0,539.0,676.0,294.0,308.0,1243.0,21428.0,8135.0,1575.0,37,031,2016
154,"Bertie County, North Carolina",20324.0,7313.0,12608.0,394.0,31129.0,1152.0,269.0,363.0,357.0,282.0,251.0,149.0,180.0,235.0,138.0,441.0,5644.0,2029.0,319.0,37,015,2016
155,"Martin County, North Carolina",23510.0,12711.0,10162.0,824.0,34957.0,1786.0,391.0,348.0,548.0,344.0,184.0,212.0,226.0,170.0,152.0,361.0,6579.0,2837.0,207.0,37,117,2016
156,"Perquimans County, North Carolina",13470.0,9880.0,3296.0,329.0,45208.0,1295.0,207.0,342.0,391.0,325.0,163.0,109.0,70.0,107.0,42.0,66.0,4369.0,1341.0,164.0,37,143,2016
157,"Rockingham County, North Carolina",91898.0,69614.0,17041.0,5419.0,40003.0,6372.0,940.0,1649.0,1905.0,1366.0,715.0,631.0,986.0,533.0,601.0,1545.0,25426.0,12077.0,2228.0,37,157,2016
158,"Camden County, North Carolina",10228.0,8452.0,1450.0,271.0,60714.0,913.0,193.0,143.0,142.0,98.0,93.0,94.0,132.0,71.0,61.0,171.0,3060.0,744.0,167.0,37,029,2016
159,"Gaston County, North Carolina",211753.0,162526.0,32627.0,13527.0,44288.0,20501.0,2444.0,2764.0,3352.0,2303.0,1551.0,1045.0,2637.0,1229.0,1196.0,4148.0,52637.0,27267.0,6729.0,37,071,2016
160,"Moore County, North Carolina",93070.0,77031.0,11654.0,5786.0,51873.0,13816.0,1184.0,1569.0,2643.0,1675.0,1422.0,1463.0,921.0,470.0,586.0,1113.0,28131.0,9635.0,2577.0,37,125,2016
161,"Stanly County, North Carolina",60610.0,51212.0,6369.0,2345.0,44140.0,4824.0,759.0,1043.0,1191.0,818.0,577.0,326.0,875.0,473.0,397.0,1219.0,16933.0,6655.0,1321.0,37,167,2016
162,"Yancey County, North Carolina",17599.0,16991.0,206.0,857.0,36993.0,1731.0,214.0,454.0,459.0,361.0,241.0,110.0,158.0,58.0,126.0,281.0,5627.0,1852.0,426.0,37,199,2016
163,"Chatham County, North Carolina",68778.0,55295.0,8218.0,8500.0,58555.0,10310.0,1178.0,1352.0,1651.0,1310.0,832.0,917.0,682.0,387.0,226.0,992.0,21167.0,6230.0,3913.0,37,037,2016
164,"Johnston County, North Carolina",182155.0,142427.0,27836.0,23824.0,51980.0,18482.0,1725.0,2113.0,2735.0,1266.0,1017.0,759.0,2135.0,1106.0,1081.0,3119.0,45255.0,17964.0,10225.0,37,101,2016
165,"Person County, North Carolina",39196.0,26918.0,10551.0,1605.0,43297.0,3119.0,496.0,562.0,824.0,447.0,397.0,217.0,434.0,204.0,348.0,560.0,10986.0,4488.0,710.0,37,145,2016
166,"Ashe County, North Carolina",26992.0,25354.0,193.0,1382.0,37360.0,2799.0,343.0,564.0,831.0,510.0,292.0,270.0,256.0,117.0,155.0,453.0,8806.0,3099.0,856.0,37,009,2016
167,"Lenoir County, North Carolina",58343.0,32054.0,22838.0,4227.0,36956.0,3638.0,583.0,1083.0,958.0,778.0,567.0,288.0,718.0,322.0,537.0,900.0,14214.0,8801.0,2155.0,37,107,2016
168,"Onslow County, North Carolina",185755.0,138029.0,27888.0,21908.0,46786.0,13534.0,1100.0,1569.0,1727.0,1250.0,867.0,471.0,4819.0,4926.0,5279.0,11750.0,32851.0,29782.0,3341.0,37,133,2016
169,"Rutherford County, North Carolina",66701.0,56997.0,6893.0,2680.0,36144.0,5212.0,900.0,1261.0,1441.0,973.0,706.0,405.0,822.0,427.0,381.0,992.0,19142.0,7348.0,1008.0,37,161,2016
170,"Yadkin County, North Carolina",37819.0,34612.0,1285.0,4010.0,38623.0,2198.0,493.0,562.0,851.0,522.0,429.0,202.0,514.0,305.0,261.0,553.0,11670.0,3617.0,1534.0,37,197,2016
171,"Burke County, North Carolina",89082.0,75155.0,5483.0,5170.0,39759.0,7018.0,1366.0,1443.0,1654.0,1128.0,878.0,622.0,1368.0,805.0,589.0,1813.0,24045.0,10154.0,2626.0,37,023,2016
172,"Greene County, North Carolina",21241.0,11960.0,7554.0,3124.0,37190.0,1010.0,240.0,287.0,349.0,189.0,157.0,89.0,315.0,160.0,203.0,373.0,5096.0,2119.0,1374.0,37,079,2016
173,"Mitchell County, North Carolina",15263.0,14797.0,62.0,719.0,39658.0,1268.0,291.0,263.0,423.0,211.0,133.0,258.0,203.0,125.0,45.0,197.0,5079.0,1343.0,318.0,37,121,2016
174,"Chowan County, North Carolina",14556.0,9163.0,4889.0,496.0,41156.0,1250.0,244.0,308.0,296.0,232.0,163.0,171.0,115.0,39.0,100.0,166.0,4098.0,1833.0,233.0,37,041,2016
175,"Alleghany County, North Carolina",10868.0,9936.0,262.0,1014.0,38352.0,961.0,116.0,340.0,263.0,219.0,149.0,94.0,157.0,76.0,49.0,198.0,3629.0,1169.0,506.0,37,005,2016
176,"Caldwell County, North Carolina",81623.0,73059.0,3998.0,3998.0,37118.0,5561.0,1037.0,1145.0,1905.0,1215.0,612.0,475.0,836.0,638.0,344.0,1419.0,22517.0,9395.0,1834.0,37,027,2016
177,"Catawba County, North Carolina",155461.0,123873.0,13304.0,13956.0,45450.0,15711.0,2082.0,2426.0,2607.0,2003.0,1191.0,733.0,1865.0,1074.0,916.0,2756.0,40959.0,18751.0,6423.0,37,035,2016
178,"Cleveland County, North Carolina",97113.0,73303.0,20151.0,3113.0,39134.0,6380.0,1067.0,1402.0,2065.0,1047.0,1041.0,518.0,1340.0,958.0,616.0,1743.0,25015.0,12163.0,1719.0,37,045,2016
179,"Craven County, North Carolina",104190.0,73456.0,22365.0,7293.0,47957.0,9770.0,968.0,1583.0,2146.0,1312.0,956.0,958.0,1643.0,1620.0,1214.0,3781.0,25702.0,14907.0,3059.0,37,049,2016
180,"Edgecombe County, North Carolina",54669.0,21006.0,30998.0,2252.0,32298.0,2496.0,650.0,864.0,891.0,763.0,447.0,191.0,645.0,238.0,457.0,1042.0,12579.0,8524.0,1124.0,37,065,2016
181,"Granville County, North Carolina",58341.0,35739.0,17960.0,4365.0,50317.0,5498.0,718.0,852.0,1026.0,672.0,416.0,242.0,866.0,687.0,443.0,1100.0,14814.0,5713.0,1622.0,37,077,2016
182,"Harnett County, North Carolina",126620.0,85578.0,26921.0,15035.0,47930.0,10485.0,881.0,1227.0,1883.0,982.0,671.0,402.0,1761.0,1103.0,880.0,2222.0,27987.0,15049.0,4621.0,37,085,2016
183,"Hoke County, North Carolina",51853.0,23751.0,17275.0,6541.0,42704.0,4315.0,482.0,364.0,428.0,297.0,188.0,117.0,692.0,366.0,499.0,687.0,11316.0,6027.0,2010.0,37,093,2016
184,"Henderson County, North Carolina",110905.0,101051.0,3488.0,10806.0,48138.0,15743.0,1484.0,2359.0,3098.0,2126.0,1771.0,1301.0,944.0,739.0,528.0,1563.0,34141.0,12844.0,5390.0,37,089,2016
185,"Hyde County, North Carolina",5629.0,3743.0,1855.0,326.0,37741.0,266.0,175.0,99.0,69.0,31.0,31.0,0.0,74.0,3.0,0.0,90.0,1406.0,530.0,187.0,37,095,2016
186,"Iredell County, North Carolina",167493.0,136625.0,20622.0,12130.0,53937.0,20177.0,1885.0,2134.0,2830.0,1899.0,1114.0,815.0,2064.0,1004.0,1311.0,2861.0,44333.0,17383.0,7023.0,37,097,2016
187,"Mecklenburg County, North Carolina",1011774.0,565183.0,315272.0,127614.0,59268.0,191987.0,7505.0,8943.0,10767.0,6958.0,4516.0,3442.0,12759.0,6461.0,6164.0,20385.0,220137.0,166667.0,94892.0,37,119,2016
188,"Northampton County, North Carolina",20628.0,8133.0,11843.0,413.0,31543.0,1024.0,345.0,364.0,521.0,311.0,261.0,163.0,248.0,144.0,197.0,279.0,5900.0,2770.0,224.0,37,131,2016
189,"Pitt County, North Carolina",175150.0,102061.0,60578.0,10375.0,42308.0,19154.0,1717.0,1792.0,1967.0,1499.0,883.0,532.0,3894.0,2380.0,3263.0,5390.0,35963.0,32841.0,5825.0,37,147,2016
190,"Rowan County, North Carolina",138694.0,108360.0,22329.0,11191.0,44494.0,12060.0,1717.0,2014.0,2328.0,1796.0,1049.0,876.0,1811.0,797.0,820.0,3011.0,34713.0,16741.0,4204.0,37,159,2016
191,"Vance County, North Carolina",44508.0,19355.0,22162.0,3179.0,32733.0,2448.0,331.0,732.0,923.0,489.0,368.0,198.0,570.0,262.0,226.0,961.0,9971.0,6682.0,1363.0,37,181,2016
192,"Cherokee County, North Carolina",27226.0,25518.0,375.0,780.0,35284.0,2453.0,457.0,816.0,884.0,573.0,351.0,280.0,322.0,91.0,52.0,422.0,8649.0,2208.0,265.0,37,039,2016
193,"Currituck County, North Carolina",24864.0,22490.0,1550.0,891.0,61086.0,2803.0,415.0,376.0,366.0,254.0,189.0,127.0,278.0,75.0,191.0,352.0,7982.0,1600.0,385.0,37,053,2016
194,"Union County, North Carolina",217614.0,177613.0,25260.0,23393.0,67194.0,32883.0,1576.0,2624.0,3096.0,1821.0,1037.0,803.0,3267.0,1500.0,1058.0,3590.0,57482.0,14822.0,11538.0,37,179,2016
195,"Wilkes County, North Carolina",68888.0,62792.0,2945.0,4071.0,34846.0,4747.0,1254.0,1021.0,1489.0,1177.0,620.0,521.0,714.0,499.0,553.0,1002.0,20625.0,6958.0,2333.0,37,193,2016
196,"Nash County, North Carolina",94385.0,50234.0,36659.0,6163.0,43804.0,8474.0,1086.0,1565.0,1607.0,1023.0,688.0,534.0,1270.0,638.0,547.0,1824.0,23720.0,12958.0,2828.0,37,127,2016
197,"Alexander County, North Carolina",37211.0,33005.0,2142.0,1662.0,40404.0,2394.0,543.0,563.0,864.0,474.0,433.0,181.0,417.0,173.0,217.0,831.0,10261.0,3535.0,772.0,37,003,2016
198,"Dare County, North Carolina",35187.0,32040.0,707.0,2437.0,54787.0,5028.0,396.0,753.0,934.0,545.0,406.0,118.0,371.0,231.0,117.0,535.0,10062.0,4644.0,1252.0,37,055,2016
199,"Warren County, North Carolina",20324.0,8046.0,10328.0,793.0,33913.0,1280.0,379.0,443.0,402.0,331.0,270.0,120.0,401.0,161.0,92.0,595.0,5426.0,2327.0,399.0,37,185,2016
200,"Wilson County, North Carolina",81617.0,41325.0,31846.0,8029.0,40260.0,7035.0,1064.0,1114.0,1317.0,948.0,556.0,624.0,1042.0,479.0,687.0,1368.0,19137.0,12805.0,4001.0,37,195,2016
201,"Gates County, North Carolina",11615.0,7363.0,3837.0,139.0,51582.0,788.0,201.0,116.0,273.0,200.0,63.0,84.0,115.0,109.0,61.0,170.0,3616.0,908.0,129.0,37,073,2016
202,"Graham County, North Carolina",8651.0,7681.0,34.0,259.0,34778.0,557.0,176.0,171.0,180.0,130.0,84.0,111.0,202.0,132.0,5.0,125.0,2671.0,581.0,89.0,37,075,2016
203,"Madison County, North Carolina",21130.0,20310.0,407.0,509.0,40408.0,2132.0,283.0,438.0,493.0,373.0,160.0,141.0,414.0,293.0,101.0,413.0,6202.0,2198.0,291.0,37,115,2016
204,"Pamlico County, North Carolina",12892.0,9722.0,2374.0,453.0,43808.0,1200.0,266.0,298.0,430.0,231.0,224.0,156.0,135.0,76.0,90.0,248.0,4019.0,1289.0,223.0,37,137,2016
205,"Polk County, North Carolina",20324.0,18530.0,1084.0,1149.0,47396.0,3159.0,386.0,443.0,546.0,380.0,368.0,340.0,201.0,93.0,92.0,320.0,6321.0,2341.0,331.0,37,149,2016
206,"Randolph County, North Carolina",142588.0,123509.0,8752.0,15468.0,43010.0,10502.0,1581.0,2157.0,2770.0,1791.0,1258.0,720.0,1692.0,843.0,861.0,2592.0,39725.0,15159.0,7092.0,37,151,2016
207,"Stokes County, North Carolina",46453.0,43386.0,1932.0,1299.0,42489.0,3744.0,612.0,841.0,913.0,760.0,373.0,352.0,514.0,172.0,386.0,690.0,14807.0,4383.0,576.0,37,169,2016
208,"Washington County, North Carolina",12503.0,5815.0,6079.0,611.0,33286.0,559.0,245.0,199.0,276.0,255.0,83.0,71.0,226.0,89.0,37.0,294.0,3374.0,1829.0,256.0,37,187,2016
209,"Clay County, North Carolina",10730.0,10646.0,45.0,338.0,36296.0,1067.0,154.0,316.0,405.0,261.0,160.0,121.0,161.0,57.0,0.0,190.0,3635.0,1031.0,190.0,37,043,2016
210,"Cumberland County, North Carolina",325841.0,166292.0,120092.0,35520.0,44810.0,31694.0,2495.0,2952.0,3842.0,2472.0,2008.0,1010.0,4917.0,3158.0,3814.0,10330.0,63899.0,59279.0,8501.0,37,051,2016
211,"Guilford County, North Carolina",511815.0,288612.0,171837.0,38767.0,46896.0,76052.0,4313.0,6985.0,6871.0,5368.0,3211.0,2910.0,8038.0,4311.0,4153.0,9962.0,117757.0,82541.0,33702.0,37,081,2016
212,"Jackson County, North Carolina",41227.0,34411.0,1274.0,2220.0,40278.0,4338.0,478.0,668.0,1047.0,549.0,379.0,192.0,1250.0,882.0,395.0,1282.0,10454.0,5594.0,1034.0,37,099,2016
213,"Pasquotank County, North Carolina",39909.0,23440.0,14580.0,1864.0,45750.0,3177.0,406.0,413.0,808.0,456.0,404.0,136.0,705.0,353.0,400.0,819.0,8700.0,5890.0,959.0,37,139,2016
214,"Robeson County, North Carolina",134576.0,39500.0,32599.0,11213.0,31298.0,7545.0,1413.0,1598.0,2096.0,1148.0,756.0,526.0,2231.0,1196.0,1333.0,2516.0,29367.0,16547.0,5143.0,37,155,2016
215,"Swain County, North Carolina",14234.0,9143.0,186.0,673.0,33598.0,979.0,281.0,215.0,284.0,158.0,139.0,120.0,205.0,86.0,85.0,235.0,3792.0,1633.0,139.0,37,173,2016
216,"Wake County, North Carolina",998576.0,669687.0,205682.0,98800.0,70620.0,209531.0,6996.0,9869.0,11193.0,6559.0,4411.0,3795.0,14422.0,6895.0,6875.0,18577.0,236794.0,136451.0,76584.0,37,183,2016
217,"Anson County, North Carolina",25883.0,12423.0,12612.0,940.0,34656.0,1204.0,309.0,479.0,419.0,206.0,149.0,183.0,332.0,159.0,154.0,726.0,6183.0,3328.0,713.0,37,007,2016
218,"McDowell County, North Carolina",45013.0,40968.0,1804.0,2619.0,37590.0,3307.0,625.0,700.0,976.0,760.0,315.0,322.0,474.0,311.0,100.0,824.0,12403.0,5178.0,1259.0,37,111,2016
219,"Franklin County, North Carolina",62989.0,42412.0,16230.0,4969.0,44272.0,6141.0,745.0,964.0,980.0,845.0,414.0,223.0,997.0,357.0,452.0,1168.0,17288.0,6431.0,2260.0,37,069,2016
220,"Jones County, North Carolina",10074.0,6634.0,3080.0,422.0,34080.0,687.0,199.0,188.0,214.0,185.0,139.0,66.0,94.0,29.0,76.0,143.0,2997.0,1144.0,255.0,37,103,2016
221,"Macon County, North Carolina",33991.0,31469.0,391.0,2246.0,39593.0,3866.0,448.0,757.0,1249.0,736.0,546.0,370.0,314.0,58.0,231.0,525.0,11145.0,4070.0,1176.0,37,113,2016
222,"Brunswick County, North Carolina",119167.0,99521.0,12589.0,5640.0,49356.0,16111.0,2629.0,4125.0,4119.0,2550.0,1342.0,810.0,964.0,255.0,474.0,1724.0,38378.0,12184.0,2732.0,37,019,2016
223,"Transylvania County, North Carolina",33062.0,29879.0,1273.0,1024.0,43918.0,4448.0,579.0,704.0,1043.0,825.0,661.0,386.0,463.0,292.0,229.0,524.0,10526.0,3315.0,863.0,37,175,2016
224,"Beaufort County, North Carolina",47513.0,33458.0,12331.0,3553.0,40906.0,4039.0,845.0,979.0,1113.0,963.0,456.0,248.0,491.0,377.0,237.0,697.0,13206.0,5815.0,1203.0,37,013,2016
225,"Columbus County, North Carolina",57015.0,35133.0,17625.0,2825.0,35847.0,3236.0,644.0,1081.0,1006.0,843.0,385.0,327.0,725.0,337.0,269.0,1461.0,15354.0,6754.0,1098.0,37,047,2016
226,"Lincoln County, North Carolina",79783.0,70542.0,4271.0,5628.0,49283.0,7801.0,1111.0,1217.0,1512.0,1033.0,470.0,363.0,894.0,448.0,594.0,1399.0,23414.0,7198.0,2627.0,37,109,2016
227,"Montgomery County, North Carolina",27475.0,21057.0,5166.0,4144.0,34819.0,2067.0,371.0,430.0,643.0,435.0,223.0,150.0,332.0,220.0,203.0,343.0,7540.0,3241.0,1827.0,37,123,2016
228,"Orange County, North Carolina",139807.0,105093.0,16010.0,11545.0,61130.0,22331.0,1106.0,1578.0,1878.0,1048.0,763.0,484.0,3515.0,2035.0,2288.0,3697.0,31658.0,20070.0,11035.0,37,135,2016
229,"Richmond County, North Carolina",45710.0,28756.0,14473.0,2796.0,32526.0,2818.0,646.0,510.0,824.0,642.0,336.0,232.0,588.0,572.0,327.0,850.0,11865.0,6593.0,1246.0,37,153,2016
230,"Sampson County, North Carolina",63713.0,39660.0,16240.0,11627.0,36742.0,3712.0,726.0,868.0,1090.0,738.0,600.0,269.0,803.0,420.0,486.0,1048.0,16266.0,7185.0,5173.0,37,163,2016
231,"Surry County, North Carolina",72767.0,66972.0,2689.0,7222.0,37345.0,5078.0,874.0,1091.0,1690.0,1149.0,560.0,579.0,896.0,587.0,488.0,1087.0,20861.0,7976.0,2854.0,37,171,2016
232,"Avery County, North Carolina",17633.0,16209.0,655.0,884.0,35891.0,1526.0,177.0,361.0,465.0,273.0,210.0,167.0,307.0,113.0,71.0,457.0,5117.0,1639.0,611.0,37,011,2016
233,"Buncombe County, North Carolina",250112.0,222134.0,15713.0,15738.0,46902.0,40737.0,3030.0,3894.0,4798.0,3241.0,2498.0,1927.0,2950.0,1042.0,1538.0,4539.0,65544.0,36574.0,7967.0,37,021,2016
234,"Cabarrus County, North Carolina",192296.0,142064.0,32188.0,18877.0,58970.0,24764.0,1925.0,1961.0,2849.0,1870.0,920.0,810.0,2286.0,1390.0,812.0,3293.0,48622.0,19667.0,9669.0,37,025,2016
235,"Caswell County, North Carolina",23094.0,14408.0,7518.0,823.0,38310.0,1568.0,337.0,412.0,566.0,300.0,191.0,170.0,280.0,160.0,157.0,428.0,6751.0,2123.0,400.0,37,033,2016
236,"Davie County, North Carolina",41568.0,36842.0,2635.0,2667.0,51662.0,4498.0,554.0,674.0,874.0,777.0,333.0,240.0,405.0,86.0,306.0,651.0,12102.0,3544.0,1071.0,37,059,2016
237,"Davidson County, North Carolina",164058.0,141859.0,14750.0,10989.0,44469.0,15053.0,1999.0,2483.0,3145.0,2068.0,1416.0,984.0,1876.0,1000.0,1232.0,2426.0,45690.0,18374.0,5086.0,37,057,2016
238,"Duplin County, North Carolina",59121.0,38153.0,14724.0,12603.0,35364.0,2844.0,892.0,787.0,902.0,752.0,476.0,280.0,629.0,486.0,349.0,1106.0,15344.0,6426.0,6202.0,37,061,2016
239,"Durham County, North Carolina",294618.0,150067.0,110777.0,39257.0,54093.0,50313.0,2518.0,2982.0,3121.0,2148.0,1487.0,1330.0,4696.0,2169.0,1859.0,6497.0,63056.0,55625.0,28455.0,37,063,2016
240,"Hertford County, North Carolina",24285.0,8572.0,14144.0,807.0,34523.0,1658.0,223.0,454.0,411.0,233.0,208.0,218.0,477.0,163.0,158.0,589.0,5746.0,2960.0,673.0,37,091,2016
241,"Lee County, North Carolina",59540.0,41679.0,11332.0,11418.0,46402.0,5692.0,618.0,762.0,986.0,669.0,523.0,227.0,670.0,503.0,481.0,894.0,14271.0,7078.0,4891.0,37,105,2016
242,"New Hanover County, North Carolina",216430.0,175310.0,30589.0,11574.0,51232.0,36940.0,2334.0,3028.0,3872.0,2572.0,1675.0,1274.0,3070.0,1766.0,2099.0,6332.0,51589.0,38010.0,7026.0,37,129,2016
243,"Pender County, North Carolina",56358.0,43164.0,9219.0,3625.0,46580.0,5942.0,665.0,1096.0,1156.0,729.0,532.0,313.0,690.0,403.0,266.0,908.0,15943.0,4591.0,1533.0,37,141,2016
244,"Wayne County, North Carolina",124447.0,74099.0,38504.0,13625.0,40457.0,10571.0,845.0,1818.0,1907.0,1492.0,897.0,507.0,1677.0,936.0,951.0,3176.0,28050.0,18963.0,7116.0,37,191,2016
245,"Scotland County, North Carolina",35711.0,16249.0,13730.0,977.0,30013.0,2193.0,410.0,536.0,596.0,288.0,332.0,259.0,528.0,349.0,199.0,739.0,8196.0,4924.0,542.0,37,165,2016
246,"Watauga County, North Carolina",52745.0,49587.0,632.0,1799.0,39443.0,6690.0,411.0,785.0,986.0,602.0,468.0,180.0,2322.0,1920.0,1876.0,2137.0,11955.0,8365.0,907.0,37,189,2016
247,"Halifax County, North Carolina",52849.0,21187.0,27527.0,1370.0,32549.0,3333.0,671.0,697.0,1127.0,822.0,458.0,296.0,710.0,428.0,321.0,888.0,13532.0,7822.0,526.0,37,083,2016
248,"Alamance County, North Carolina",156372.0,110548.0,29039.0,18879.0,43209.0,15755.0,1665.0,2219.0,2321.0,1781.0,1341.0,1089.0,2474.0,1179.0,1448.0,2297.0,40256.0,21797.0,8836.0,37,001,2016
249,"Tyrrell County, North Carolina",4128.0,2302.0,1512.0,424.0,32165.0,134.0,74.0,58.0,58.0,103.0,73.0,11.0,69.0,31.0,31.0,87.0,1097.0,360.0,189.0,37,177,2016
